UNIQUE_ID,COMID,type,TERMCODE,TERMNAME_HUC10,TERMNAME_HUC8,TERMNAME_HUC6,TERMNAME_HUC4,TERMNAME_HUC2,damName,latitude,longitude
CT_11414,6149159,dam,NICT110000302,Thames River-Frontal New London Harbor,Thames,Connecticut Coastal,Connecticut Coastal,New England Region,LEWIS POND DAM,41.53432457,-71.94079569
CT_11415,6168906,dam,NICT110000302,Thames River-Frontal New London Harbor,Thames,Connecticut Coastal,Connecticut Coastal,New England Region,AVERY POND DAM,41.49294955,-71.97590866
CT_11501,6174478,dam,NICT110000401,Quinnipiac River,Quinnipiac,Connecticut Coastal,Connecticut Coastal,New England Region,CHESHIRE RESERVOIR DAM,41.50284727,-72.94706342
CT_11503,7718012,dam,NICT110000513,Housatonic River-Frontal Long Island Sound,Housatonic,Connecticut Coastal,Connecticut Coastal,New England Region,NAUGATUCK RESERVOIR DAM,41.4805494,-73.00224793
CT_11508,7713304,dam,NICT110000513,Housatonic River-Frontal Long Island Sound,Housatonic,Connecticut Coastal,Connecticut Coastal,New England Region,BEER POND DAM,41.50297,-73.0087954
CT_11601,6148463,dam,NICT110000302,Thames River-Frontal New London Harbor,Thames,Connecticut Coastal,Connecticut Coastal,New England Region,ROSENFIELD DAM,41.92210811,-71.90839219
CT_11602,6149519,dam,NICT110000302,Thames River-Frontal New London Harbor,Thames,Connecticut Coastal,Connecticut Coastal,New England Region,METALS SELLING DAM,41.92352926,-71.90643134
CT_11603,6149517,dam,NICT110000302,Thames River-Frontal New London Harbor,Thames,Connecticut Coastal,Connecticut Coastal,New England Region,CADY POND DAM,41.90894934,-71.81809316
CT_11604,6149493,dam,NICT110000302,Thames River-Frontal New London Harbor,Thames,Connecticut Coastal,Connecticut Coastal,New England Region,HAWKINS POND DAM,41.91749872,-71.7986211
CT_11605,6149499,dam,NICT110000302,Thames River-Frontal New London Harbor,Thames,Connecticut Coastal,Connecticut Coastal,New England Region,MARY BROWN DAM,41.9149441,-71.81460032
CT_11606,6149509,dam,NICT110000302,Thames River-Frontal New London Harbor,Thames,Connecticut Coastal,Connecticut Coastal,New England Region,TAVERN BROOK POND DAM 1,41.91854839,-71.86746784
CT_11607,6148503,dam,NICT110000302,Thames River-Frontal New London Harbor,Thames,Connecticut Coastal,Connecticut Coastal,New England Region,CARGILL FALLS DAM,41.91483343,-71.91132154
CT_11608,6148491,dam,NICT110000302,Thames River-Frontal New London Harbor,Thames,Connecticut Coastal,Connecticut Coastal,New England Region,PECK POND DAM,41.9324134,-71.79815982
CT_11610,6148467,dam,NICT110000302,Thames River-Frontal New London Harbor,Thames,Connecticut Coastal,Connecticut Coastal,New England Region,WHEATONS BROOK POND DAM,41.92975914,-71.91888461
CT_11612,6148529,dam,NICT110000302,Thames River-Frontal New London Harbor,Thames,Connecticut Coastal,Connecticut Coastal,New England Region,PERRY BROOK POND DAM,41.90675169,-71.8943271
CT_11613,6148479,dam,NICT110000302,Thames River-Frontal New London Harbor,Thames,Connecticut Coastal,Connecticut Coastal,New England Region,TAVERN BROOK DAM 2,41.92262607,-71.88777733
CT_11615,6148479,dam,NICT110000302,Thames River-Frontal New London Harbor,Thames,Connecticut Coastal,Connecticut Coastal,New England Region,MANTUP POND DAM,41.92123018,-71.87123038
CT_11616,6148509,dam,NICT110000302,Thames River-Frontal New London Harbor,Thames,Connecticut Coastal,Connecticut Coastal,New England Region,CHAPMAN POND DAM,41.9131534,-71.81681691
CT_11701,7731811,dam,NICT110000602,Norwalk River-Frontal Norwalk Harbor,Saugatuck,Connecticut Coastal,Connecticut Coastal,New England Region,FACTORY POND DAM,41.26026935,-73.43023519
CT_11703,7731601,dam,NICT110000601,Saugatuck River-Frontal Long Island Sound,Saugatuck,Connecticut Coastal,Connecticut Coastal,New England Region,SANFORD POND DAM,41.30884582,-73.3329351
CT_11704,7731641,dam,NICT110000601,Saugatuck River-Frontal Long Island Sound,Saugatuck,Connecticut Coastal,Connecticut Coastal,New England Region,DIAMOND HILL POND DAM,41.29996492,-73.40184998
CT_11709,7731727,dam,NICT110000601,Saugatuck River-Frontal Long Island Sound,Saugatuck,Connecticut Coastal,Connecticut Coastal,New England Region,CROWN DAM,41.27813162,-73.40299922
CT_11715,7731661,dam,NICT110000601,Saugatuck River-Frontal Long Island Sound,Saugatuck,Connecticut Coastal,Connecticut Coastal,New England Region,MOFFITTS BROOK POND DAM,41.29792951,-73.40873303
CT_11718,7731627,dam,NICT110000601,Saugatuck River-Frontal Long Island Sound,Saugatuck,Connecticut Coastal,Connecticut Coastal,New England Region,TOPSTONE POND DAM,41.30252777,-73.44113447
CT_11722,7731561,dam,NICT110000601,Saugatuck River-Frontal Long Island Sound,Saugatuck,Connecticut Coastal,Connecticut Coastal,New England Region,LIMEKILN POND DAM,41.3304162,-73.41873098
CT_11726,7731661,dam,NICT110000601,Saugatuck River-Frontal Long Island Sound,Saugatuck,Connecticut Coastal,Connecticut Coastal,New England Region,DIAMOND DAM,41.29922269,-73.40550638
CT_11732,7731551,dam,NICT110000601,Saugatuck River-Frontal Long Island Sound,Saugatuck,Connecticut Coastal,Connecticut Coastal,New England Region,LOWER PARK POND DAM,41.33606047,-73.37626651
CT_11733,7731499,dam,NICT110000601,Saugatuck River-Frontal Long Island Sound,Saugatuck,Connecticut Coastal,Connecticut Coastal,New England Region,PUTNAM PARK POND DAM,41.3382311,-73.37670048
CT_11734,7731601,dam,NICT110000601,Saugatuck River-Frontal Long Island Sound,Saugatuck,Connecticut Coastal,Connecticut Coastal,New England Region,FALLS POND DAM,41.31371859,-73.33592017
CT_11735,7731681,dam,NICT110000601,Saugatuck River-Frontal Long Island Sound,Saugatuck,Connecticut Coastal,Connecticut Coastal,New England Region,HEDMONS POND DAM,41.30796596,-73.33214017
CT_11737,7731809,dam,NICT110000602,Norwalk River-Frontal Norwalk Harbor,Saugatuck,Connecticut Coastal,Connecticut Coastal,New England Region,PERRYS POND DAM,41.26351646,-73.42614713
CT_11738,7731615,dam,NICT110000601,Saugatuck River-Frontal Long Island Sound,Saugatuck,Connecticut Coastal,Connecticut Coastal,New England Region,UMPAWAUG POND DAM,41.30747652,-73.4503486
CT_11741,7733227,dam,NICT110000602,Norwalk River-Frontal Norwalk Harbor,Saugatuck,Connecticut Coastal,Connecticut Coastal,New England Region,LOWER FACTORY RIVER DAM,41.25689159,-73.42896254
CT_11801,7731703,dam,NICT110000602,Norwalk River-Frontal Norwalk Harbor,Saugatuck,Connecticut Coastal,Connecticut Coastal,New England Region,MILLERS POND DAM,41.2860424,-73.4515714
CT_11804,7731481,dam,NICT110000601,Saugatuck River-Frontal Long Island Sound,Saugatuck,Connecticut Coastal,Connecticut Coastal,New England Region,LAKE WINDWING DAM,41.34374333,-73.50806894
CT_11805,7731487,dam,NICT110000601,Saugatuck River-Frontal Long Island Sound,Saugatuck,Connecticut Coastal,Connecticut Coastal,New England Region,WATABA LAKE DAM,41.34277461,-73.4907751
CT_11806,7731679,dam,NICT110000602,Norwalk River-Frontal Norwalk Harbor,Saugatuck,Connecticut Coastal,Connecticut Coastal,New England Region,FIELD DAM,41.30155585,-73.46138639
CT_11811,7731679,dam,NICT110000602,Norwalk River-Frontal Norwalk Harbor,Saugatuck,Connecticut Coastal,Connecticut Coastal,New England Region,VALLEY POND DAM,41.30759295,-73.46850548
CT_11813,7731593,dam,NICT110000602,Norwalk River-Frontal Norwalk Harbor,Saugatuck,Connecticut Coastal,Connecticut Coastal,New England Region,TAYLORS POND DAM,41.316663,-73.49027269
CT_11814,7731755,dam,NICT110000602,Norwalk River-Frontal Norwalk Harbor,Saugatuck,Connecticut Coastal,Connecticut Coastal,New England Region,JOHNS POND DAM,41.27248477,-73.45883063
CT_11816,7731509,dam,NICT110000601,Saugatuck River-Frontal Long Island Sound,Saugatuck,Connecticut Coastal,Connecticut Coastal,New England Region,UPPER POND DAM,41.33596317,-73.4887986
CT_11842,7731761,dam,NICT110000602,Norwalk River-Frontal Norwalk Harbor,Saugatuck,Connecticut Coastal,Connecticut Coastal,New England Region,CANDEES POND DAM,41.26979967,-73.44766753
CT_11843,7731753,dam,NICT110000602,Norwalk River-Frontal Norwalk Harbor,Saugatuck,Connecticut Coastal,Connecticut Coastal,New England Region,LOWER COOPER POND DAM,41.27099061,-73.45271543
CT_11854,7731521,dam,NICT110000601,Saugatuck River-Frontal Long Island Sound,Saugatuck,Connecticut Coastal,Connecticut Coastal,New England Region,unnamed dam,41.33772029,-73.47817058
CT_11857,7733241,dam,NICT110000602,Norwalk River-Frontal Norwalk Harbor,Saugatuck,Connecticut Coastal,Connecticut Coastal,New England Region,SILVER SPRINGS DAM,41.24924247,-73.49804907
CT_11858,7731717,dam,NICT110000602,Norwalk River-Frontal Norwalk Harbor,Saugatuck,Connecticut Coastal,Connecticut Coastal,New England Region,GREAT SWAMP FLOOD CONTRL DAM,41.29710307,-73.49168093
CT_11864,7733241,dam,NICT110000602,Norwalk River-Frontal Norwalk Harbor,Saugatuck,Connecticut Coastal,Connecticut Coastal,New England Region,HIEDL POND 1 DAM,41.24641999,-73.49728892
CT_11865,7733241,dam,NICT110000602,Norwalk River-Frontal Norwalk Harbor,Saugatuck,Connecticut Coastal,Connecticut Coastal,New England Region,HIEDL POND 2 DAM,41.24465107,-73.49686162
CT_11867,7717458,dam,NICT110000513,Housatonic River-Frontal Long Island Sound,Housatonic,Connecticut Coastal,Connecticut Coastal,New England Region,LATIMER POND DAM,41.35875884,-73.52625116
CT_11901,7700312,dam,NICT108020509,Eightmile River-Connecticut River,Lower Connecticut,Lower Connecticut,Connecticut,New England Region,DIVIDEND POND DAM,41.6460055,-72.63407039
CT_12001,7713732,dam,NICT110000513,Housatonic River-Frontal Long Island Sound,Housatonic,Connecticut Coastal,Connecticut Coastal,New England Region,PANTHER DAM,41.58224047,-73.26488769
CT_12003,7713746,dam,NICT110000513,Housatonic River-Frontal Long Island Sound,Housatonic,Connecticut Coastal,Connecticut Coastal,New England Region,BOTSFORD ROAD POND DAM,41.55822096,-73.33136717
CT_12006,7713228,dam,NICT110000513,Housatonic River-Frontal Long Island Sound,Housatonic,Connecticut Coastal,Connecticut Coastal,New England Region,GASSER POND DAM,41.53069385,-73.30380136
CT_12007,7713174,dam,NICT110000513,Housatonic River-Frontal Long Island Sound,Housatonic,Connecticut Coastal,Connecticut Coastal,New England Region,VALLEY FARM POND DAM,41.54816012,-73.33433661
CT_12009,7713228,dam,NICT110000513,Housatonic River-Frontal Long Island Sound,Housatonic,Connecticut Coastal,Connecticut Coastal,New England Region,unnamed dam,41.54539539,-73.27843694
CT_1204,6162651,dam,NICT110000302,Thames River-Frontal New London Harbor,Thames,Connecticut Coastal,Connecticut Coastal,New England Region,LUCK DAM,41.7377475,-72.43254679
CT_1205,7700134,dam,NICT108020509,Eightmile River-Connecticut River,Lower Connecticut,Lower Connecticut,Connecticut,New England Region,NOTCH POND DAM,41.79156514,-72.45327345
CT_1206,7700754,dam,NICT108020509,Eightmile River-Connecticut River,Lower Connecticut,Lower Connecticut,Connecticut,New England Region,FRENCH ROAD POND DAM,41.75910755,-72.44858262
CT_12101,7702046,dam,NICT108020509,Eightmile River-Connecticut River,Lower Connecticut,Lower Connecticut,Connecticut,New England Region,DENISONS POND DAM,41.48186647,-72.27016714
CT_12103,6170096,dam,NICT110000303,Mystic River-Frontal Fishers Island Sound,Thames,Connecticut Coastal,Connecticut Coastal,New England Region,MILL POND DAM,41.46626467,-72.2345475
CT_12104,7702046,dam,NICT108020509,Eightmile River-Connecticut River,Lower Connecticut,Lower Connecticut,Connecticut,New England Region,KENT POND LOWER DAM,41.48403477,-72.26941562
CT_12108,7702046,dam,NICT108020509,Eightmile River-Connecticut River,Lower Connecticut,Lower Connecticut,Connecticut,New England Region,KENT POND UPPER DAM,41.48531004,-72.26980648
CT_12109,7702146,dam,NICT108020509,Eightmile River-Connecticut River,Lower Connecticut,Lower Connecticut,Connecticut,New England Region,RANSOM BROOK DAM,41.45326659,-72.28248249
CT_12112,7701968,dam,NICT108020509,Eightmile River-Connecticut River,Lower Connecticut,Lower Connecticut,Connecticut,New England Region,HOFFSTOT POND DAM,41.49939433,-72.28643658
CT_12114,7702054,dam,NICT108020509,Eightmile River-Connecticut River,Lower Connecticut,Lower Connecticut,Connecticut,New England Region,SALTER FARM POND DAM,41.47445497,-72.271248
CT_12115,7702096,dam,NICT108020509,Eightmile River-Connecticut River,Lower Connecticut,Lower Connecticut,Connecticut,New England Region,SHINGLE MILL POND DAM,41.46359708,-72.26189324
CT_12116,7700546,dam,NICT108020509,Eightmile River-Connecticut River,Lower Connecticut,Lower Connecticut,Connecticut,New England Region,WITCH MEADOW POND DAM,41.50064941,-72.29724434
CT_1214,6162651,dam,NICT110000302,Thames River-Frontal New London Harbor,Thames,Connecticut Coastal,Connecticut Coastal,New England Region,HORSE POND DAM,41.73893027,-72.43470466
CT_12201,7711916,dam,NICT110000513,Housatonic River-Frontal Long Island Sound,Housatonic,Connecticut Coastal,Connecticut Coastal,New England Region,HOLLY POND DAM,41.96365503,-73.44107941
CT_12203,7710240,dam,NICT110000513,Housatonic River-Frontal Long Island Sound,Housatonic,Connecticut Coastal,Connecticut Coastal,New England Region,TWIN LAKES DAM,42.03137279,-73.40985665
CT_12204,7710456,dam,NICT110000513,Housatonic River-Frontal Long Island Sound,Housatonic,Connecticut Coastal,Connecticut Coastal,New England Region,RIGA LAKE DAM,42.01795627,-73.47769713
CT_12205,7710092,dam,NICT110000513,Housatonic River-Frontal Long Island Sound,Housatonic,Connecticut Coastal,Connecticut Coastal,New England Region,FISHER POND DAM,42.03205792,-73.42416106
CT_12205a,7710112,dam,NICT110000513,Housatonic River-Frontal Long Island Sound,Housatonic,Connecticut Coastal,Connecticut Coastal,New England Region,South Pond Dam,42.00527556,-73.46898261
CT_12206,7711986,dam,NICT110000513,Housatonic River-Frontal Long Island Sound,Housatonic,Connecticut Coastal,Connecticut Coastal,New England Region,BUCKLEY DAM,41.91962575,-73.39587722
CT_12210,7711890,dam,NICT110000513,Housatonic River-Frontal Long Island Sound,Housatonic,Connecticut Coastal,Connecticut Coastal,New England Region,MCTERRY CORPORTION DAM,41.97036684,-73.46610545
CT_12211,7711994,dam,NICT110000513,Housatonic River-Frontal Long Island Sound,Housatonic,Connecticut Coastal,Connecticut Coastal,New England Region,WONONPAKOOK LAKE DAM,41.92950621,-73.45458631
CT_12213,7711842,dam,NICT110000513,Housatonic River-Frontal Long Island Sound,Housatonic,Connecticut Coastal,Connecticut Coastal,New England Region,MCLANES POND DAM,41.9867416,-73.43155092
CT_12214,7711842,dam,NICT110000513,Housatonic River-Frontal Long Island Sound,Housatonic,Connecticut Coastal,Connecticut Coastal,New England Region,PEWTER POND DAM,41.98416467,-73.42712997
CT_12216,7711970,dam,NICT110000513,Housatonic River-Frontal Long Island Sound,Housatonic,Connecticut Coastal,Connecticut Coastal,New England Region,LIME ROCK DAM,41.93463191,-73.39101109
CT_12218,7711916,dam,NICT110000513,Housatonic River-Frontal Long Island Sound,Housatonic,Connecticut Coastal,Connecticut Coastal,New England Region,WONONSKOPOMUC LAKE DAM,41.96175489,-73.44367154
CT_12220,7713778,dam,NICT110000513,Housatonic River-Frontal Long Island Sound,Housatonic,Connecticut Coastal,Connecticut Coastal,New England Region,LAKEVILLE RESERVOIR DAM 2,41.97527263,-73.4719406
CT_12226,7711974,dam,NICT110000513,Housatonic River-Frontal Long Island Sound,Housatonic,Connecticut Coastal,Connecticut Coastal,New England Region,ANDERSON POND DAM,41.92875844,-73.4150532
CT_12228,7711974,dam,NICT110000513,Housatonic River-Frontal Long Island Sound,Housatonic,Connecticut Coastal,Connecticut Coastal,New England Region,LORENZO POND DAM,41.93136085,-73.41832314
CT_12231,7711886,dam,NICT110000513,Housatonic River-Frontal Long Island Sound,Housatonic,Connecticut Coastal,Connecticut Coastal,New England Region,ROSENTHAL DAM,41.9730624,-73.43651812
CT_12301,6162711,dam,NICT110000302,Thames River-Frontal New London Harbor,Thames,Connecticut Coastal,Connecticut Coastal,New England Region,MURPHY POND DAM,41.66729653,-72.09058574
CT_12304,6163137,dam,NICT110000302,Thames River-Frontal New London Harbor,Thames,Connecticut Coastal,Connecticut Coastal,New England Region,KIMBALL POND DAM,41.72432999,-72.08426282
CT_12401,7718296,dam,NICT110000513,Housatonic River-Frontal Long Island Sound,Housatonic,Connecticut Coastal,Connecticut Coastal,New England Region,GREAT HILL RESERVOIR DAM,41.37571167,-73.13165407
CT_12404,7717102,dam,NICT110000513,Housatonic River-Frontal Long Island Sound,Housatonic,Connecticut Coastal,Connecticut Coastal,New England Region,BLADENS RIVER DAM,41.39667354,-73.05784719
CT_12405,7717320,dam,NICT110000513,Housatonic River-Frontal Long Island Sound,Housatonic,Connecticut Coastal,Connecticut Coastal,New England Region,KINNEYTOWN DAM,41.36919573,-73.08444418
CT_12406,7717096,dam,NICT110000513,Housatonic River-Frontal Long Island Sound,Housatonic,Connecticut Coastal,Connecticut Coastal,New England Region,WIRE COMPANY DAM 2,41.39736387,-73.07880893
CT_12407,7717102,dam,NICT110000513,Housatonic River-Frontal Long Island Sound,Housatonic,Connecticut Coastal,Connecticut Coastal,New England Region,KERITE DAM,41.39597786,-73.06609651
CT_12408,7717096,dam,NICT110000513,Housatonic River-Frontal Long Island Sound,Housatonic,Connecticut Coastal,Connecticut Coastal,New England Region,HOADLEY POND DAM,41.3968088,-73.08562274
CT_12410,7718138,dam,NICT110000513,Housatonic River-Frontal Long Island Sound,Housatonic,Connecticut Coastal,Connecticut Coastal,New England Region,SILVER LAKE DAM,41.40949365,-73.06621367
CT_12414,7717096,dam,NICT110000513,Housatonic River-Frontal Long Island Sound,Housatonic,Connecticut Coastal,Connecticut Coastal,New England Region,WIRE COMPANY DAM 3,41.39691508,-73.07774479
CT_12501,7713838,dam,NICT110000513,Housatonic River-Frontal Long Island Sound,Housatonic,Connecticut Coastal,Connecticut Coastal,New England Region,HATCH POND DAM,41.86042107,-73.4698204
CT_12505,7713820,dam,NICT110000513,Housatonic River-Frontal Long Island Sound,Housatonic,Connecticut Coastal,Connecticut Coastal,New England Region,MUDGE POND DAM,41.89482507,-73.479201
CT_12506,7712066,dam,NICT110000513,Housatonic River-Frontal Long Island Sound,Housatonic,Connecticut Coastal,Connecticut Coastal,New England Region,MILES POND DAM,41.88258391,-73.40526944
CT_12508,7713850,dam,NICT110000513,Housatonic River-Frontal Long Island Sound,Housatonic,Connecticut Coastal,Connecticut Coastal,New England Region,FORD POND DAM,41.85368398,-73.45080556
CT_12511,7714490,dam,NICT110000513,Housatonic River-Frontal Long Island Sound,Housatonic,Connecticut Coastal,Connecticut Coastal,New England Region,EASTMAN POND DAM,41.8327644,-73.47480145
CT_12516,7712138,dam,NICT110000513,Housatonic River-Frontal Long Island Sound,Housatonic,Connecticut Coastal,Connecticut Coastal,New England Region,HERRICK BROOK DAM,41.85497102,-73.45289675
CT_12601,7717690,dam,NICT110000513,Housatonic River-Frontal Long Island Sound,Housatonic,Connecticut Coastal,Connecticut Coastal,New England Region,TRAP FALLS RESERVOIR DAM,41.26436073,-73.14076774
CT_12602,7718458,dam,NICT110000513,Housatonic River-Frontal Long Island Sound,Housatonic,Connecticut Coastal,Connecticut Coastal,New England Region,MEANS BROOK RESERVOIR DAM,41.31603093,-73.1575708
CT_12604,7717646,dam,NICT110000513,Housatonic River-Frontal Long Island Sound,Housatonic,Connecticut Coastal,Connecticut Coastal,New England Region,ISINGLASS RESERVOIR DAM,41.29107669,-73.17521103
CT_12605,7717552,dam,NICT110000513,Housatonic River-Frontal Long Island Sound,Housatonic,Connecticut Coastal,Connecticut Coastal,New England Region,SHELTON RESERVOIR DAM 2,41.31930719,-73.10913657
CT_12607,7717666,dam,NICT110000513,Housatonic River-Frontal Long Island Sound,Housatonic,Connecticut Coastal,Connecticut Coastal,New England Region,FAR MILL RIVER DAM,41.28816274,-73.14180954
CT_12609,7717682,dam,NICT110000513,Housatonic River-Frontal Long Island Sound,Housatonic,Connecticut Coastal,Connecticut Coastal,New England Region,BAIRD MILL POND DAM,41.27322634,-73.11307191
CT_12615,7717982,dam,NICT110000513,Housatonic River-Frontal Long Island Sound,Housatonic,Connecticut Coastal,Connecticut Coastal,New England Region,WILSON GARDENS DOG POND DAM,41.25882947,-73.09676473
CT_12628,7717666,dam,NICT110000513,Housatonic River-Frontal Long Island Sound,Housatonic,Connecticut Coastal,Connecticut Coastal,New England Region,UPPER FARMILL RIVER DAM,41.2885076,-73.14068741
CT_12630,7717982,dam,NICT110000513,Housatonic River-Frontal Long Island Sound,Housatonic,Connecticut Coastal,Connecticut Coastal,New England Region,ANDREW POND DAM,41.27242267,-73.10929643
CT_12631,7717626,dam,NICT110000513,Housatonic River-Frontal Long Island Sound,Housatonic,Connecticut Coastal,Connecticut Coastal,New England Region,MEANS BROOK DAM,41.30337173,-73.15261781
CT_12711,7713132,dam,NICT110000513,Housatonic River-Frontal Long Island Sound,Housatonic,Connecticut Coastal,Connecticut Coastal,New England Region,unnamed dam,41.56406927,-73.5064922
CT_12712,7713132,dam,NICT110000513,Housatonic River-Frontal Long Island Sound,Housatonic,Connecticut Coastal,Connecticut Coastal,New England Region,TOLLGATE POND DAM,41.57136568,-73.50100386
CT_12714,7713714,dam,NICT110000513,Housatonic River-Frontal Long Island Sound,Housatonic,Connecticut Coastal,Connecticut Coastal,New England Region,WIMISINK POND DAM,41.6188664,-73.50767953
CT_12801,6109511,dam,NICT108020509,Eightmile River-Connecticut River,Lower Connecticut,Lower Connecticut,Connecticut,New England Region,LAKE BASILE DAM,41.91710666,-72.78387831
CT_12802,6109449,dam,NICT108020509,Eightmile River-Connecticut River,Lower Connecticut,Lower Connecticut,Connecticut,New England Region,TULLER RESERVOIR DAM,41.88421294,-72.86784393
CT_12803,6109183,dam,NICT108020509,Eightmile River-Connecticut River,Lower Connecticut,Lower Connecticut,Connecticut,New England Region,ENSIGN BICKFORD DAM,41.87003374,-72.81159095
CT_12805,6109221,dam,NICT108020509,Eightmile River-Connecticut River,Lower Connecticut,Lower Connecticut,Connecticut,New England Region,SCHNIER DAM,41.84475998,-72.80205972
CT_12807,6109131,dam,NICT108020509,Eightmile River-Connecticut River,Lower Connecticut,Lower Connecticut,Connecticut,New England Region,CULLMAN POND DAM,41.91401376,-72.80603967
CT_12813,6109183,dam,NICT108020509,Eightmile River-Connecticut River,Lower Connecticut,Lower Connecticut,Connecticut,New England Region,ENSIGN BICKFORD 2 DAM,41.86826723,-72.80303082
CT_12820,6109221,dam,NICT108020509,Eightmile River-Connecticut River,Lower Connecticut,Lower Connecticut,Connecticut,New England Region,SALVATORE POND DAM,41.83953024,-72.7891202
CT_12904,7699926,dam,NICT108020509,Eightmile River-Connecticut River,Lower Connecticut,Lower Connecticut,Connecticut,New England Region,GILLETTE BROOK POND DAM,41.99467426,-72.42892778
CT_12906,7699926,dam,NICT108020509,Eightmile River-Connecticut River,Lower Connecticut,Lower Connecticut,Connecticut,New England Region,NORTH CEMETERY POND DAM,41.99467773,-72.44838831
CT_12907,7700880,dam,NICT108020509,Eightmile River-Connecticut River,Lower Connecticut,Lower Connecticut,Connecticut,New England Region,SHADY LAKE DAM,41.98360056,-72.44517287
CT_12908,7700698,dam,NICT108020509,Eightmile River-Connecticut River,Lower Connecticut,Lower Connecticut,Connecticut,New England Region,MILL POND DAM,41.98263382,-72.48779639
CT_13001,7718152,dam,NICT110000513,Housatonic River-Frontal Long Island Sound,Housatonic,Connecticut Coastal,Connecticut Coastal,New England Region,SHEPAUG DAM,41.44794028,-73.29554448
CT_13002,7718056,dam,NICT110000513,Housatonic River-Frontal Long Island Sound,Housatonic,Connecticut Coastal,Connecticut Coastal,New England Region,PAPER MILLPOND DAM,41.4580207,-73.16492246
CT_13003,7718066,dam,NICT110000513,Housatonic River-Frontal Long Island Sound,Housatonic,Connecticut Coastal,Connecticut Coastal,New England Region,UNIROYAL POND DAM,41.47374899,-73.28766448
CT_13004,7718032,dam,NICT110000513,Housatonic River-Frontal Long Island Sound,Housatonic,Connecticut Coastal,Connecticut Coastal,New England Region,GRAVEL PIT POND DAM,41.49076822,-73.25904331
CT_13006,7716614,dam,NICT110000513,Housatonic River-Frontal Long Island Sound,Housatonic,Connecticut Coastal,Connecticut Coastal,New England Region,COMMUNITY POND DAM,41.47616275,-73.20742012
CT_13007,7716742,dam,NICT110000513,Housatonic River-Frontal Long Island Sound,Housatonic,Connecticut Coastal,Connecticut Coastal,New England Region,JEREMY BROOK DAM,41.45177729,-73.1690213
CT_1301,6168288,dam,NICT110000302,Thames River-Frontal New London Harbor,Thames,Connecticut Coastal,Connecticut Coastal,New England Region,YANTIC RIVER DAM,41.57945277,-72.19934364
CT_13012,7717916,dam,NICT110000513,Housatonic River-Frontal Long Island Sound,Housatonic,Connecticut Coastal,Connecticut Coastal,New England Region,POMPERAUG RIVER DAM,41.46725444,-73.24989627
CT_13013,7713320,dam,NICT110000513,Housatonic River-Frontal Long Island Sound,Housatonic,Connecticut Coastal,Connecticut Coastal,New England Region,YUCHNYK POND DAM,41.50272162,-73.25454171
CT_1302,6168530,dam,NICT110000302,Thames River-Frontal New London Harbor,Thames,Connecticut Coastal,Connecticut Coastal,New England Region,FITCHVILLE POND DAM,41.56390409,-72.15542678
CT_13027,7716614,dam,NICT110000513,Housatonic River-Frontal Long Island Sound,Housatonic,Connecticut Coastal,Connecticut Coastal,New England Region,UPPER COMMUNITY POND DAM,41.476377,-73.205233
CT_13033,7716612,dam,NICT110000513,Housatonic River-Frontal Long Island Sound,Housatonic,Connecticut Coastal,Connecticut Coastal,New England Region,IBM POND DAM,41.4765095,-73.2095675
CT_1305,6168342,dam,NICT110000302,Thames River-Frontal New London Harbor,Thames,Connecticut Coastal,Connecticut Coastal,New England Region,GARDNER LAKE DAM,41.52551339,-72.2219757
CT_1309,6168326,dam,NICT110000302,Thames River-Frontal New London Harbor,Thames,Connecticut Coastal,Connecticut Coastal,New England Region,GARDNER LAKE BROOK DAM,41.54420093,-72.17966095
CT_13104,6174610,dam,NICT110000401,Quinnipiac River,Quinnipiac,Connecticut Coastal,Connecticut Coastal,New England Region,OLD MILL POND DAM,41.56957373,-72.87160122
CT_13106,7701456,dam,NICT108020509,Eightmile River-Connecticut River,Lower Connecticut,Lower Connecticut,Connecticut,New England Region,MOOSE POND DAM,41.61504149,-72.82631263
CT_13107,6174434,dam,NICT110000401,Quinnipiac River,Quinnipiac,Connecticut Coastal,Connecticut Coastal,New England Region,TEN MILE RIVER DAM,41.56470855,-72.89008998
CT_13108,6174608,dam,NICT110000401,Quinnipiac River,Quinnipiac,Connecticut Coastal,Connecticut Coastal,New England Region,JUDD BROOK POND DAM,41.56170073,-72.91741618
CT_13109,6174424,dam,NICT110000401,Quinnipiac River,Quinnipiac,Connecticut Coastal,Connecticut Coastal,New England Region,PLANTS POND DAM,41.58599702,-72.89414214
CT_13110,6174610,dam,NICT110000401,Quinnipiac River,Quinnipiac,Connecticut Coastal,Connecticut Coastal,New England Region,SOUTINGTON MEMORIAL PARK DAM,41.56944439,-72.875288
CT_13116,7700368,dam,NICT108020509,Eightmile River-Connecticut River,Lower Connecticut,Lower Connecticut,Connecticut,New England Region,STAUFF DAM,41.61138585,-72.82674839
CT_13121,6174404,dam,NICT110000401,Quinnipiac River,Quinnipiac,Connecticut Coastal,Connecticut Coastal,New England Region,MACLEIN POND DAM,41.62774856,-72.85199143
CT_13124,6174624,dam,NICT110000401,Quinnipiac River,Quinnipiac,Connecticut Coastal,Connecticut Coastal,New England Region,GRANNIS POND DAM,41.6221262,-72.91559213
CT_13126,6174430,dam,NICT110000401,Quinnipiac River,Quinnipiac,Connecticut Coastal,Connecticut Coastal,New England Region,BURRITT STREET POND DAM,41.56839727,-72.91359293
